% year    month   day     NCEP_NCAR weighted mean GPH (m)
%                         GBI region 60-80N, 20-80W
% year    month   day     GBI
1948 1 1 5169.27
1948 1 2 5141.54
1948 1 3 5124
1948 1 4 5106.83
1948 1 5 5083.19
1948 1 6 5072.53
1948 1 7 5078.23
1948 1 8 5103.14
1948 1 9 5110.65
1948 1 10 5132.78
1948 1 11 5119.7
1948 1 12 5089.12
1948 1 13 5078.35
1948 1 14 5093.6
1948 1 15 5093.51
1948 1 16 5022.22
1948 1 17 4985.91
1948 1 18 5026.47
1948 1 19 5086.72
1948 1 20 5077.54
1948 1 21 5022.18
1948 1 22 5058.75
1948 1 23 5078.06
1948 1 24 5034.98
1948 1 25 5043.14
1948 1 26 5083.58
1948 1 27 5122.25
1948 1 28 5155.49
1948 1 29 5151.35
1948 1 30 5098.86
1948 1 31 5054.67
1948 2 1 5035.49
1948 2 2 4988.32
1948 2 3 5012.54
1948 2 4 5032.19
1948 2 5 4992.58
1948 2 6 4953.28
1948 2 7 4967.23
1948 2 8 4983.92
1948 2 9 4981.99
1948 2 10 4988.62
1948 2 11 4945.52
1948 2 12 4920.46
1948 2 13 4954.54
1948 2 14 5029.36
1948 2 15 5061.37
1948 2 16 5066.74
1948 2 17 5037.1
1948 2 18 5079.28
1948 2 19 5225.82
1948 2 20 5295.9
1948 2 21 5303.7
1948 2 22 5267.34
1948 2 23 5187.31
1948 2 24 5109.77
1948 2 25 5083.58
1948 2 26 5065.74
1948 2 27 5086.27
1948 2 28 5073.82
1948 2 29 5077.41
1948 3 1 5060.35
1948 3 2 4994.33
1948 3 3 5026.49
1948 3 4 5048.8
1948 3 5 5068.17
1948 3 6 5088.05
1948 3 7 5082.81
1948 3 8 5075.77
1948 3 9 5055.99
1948 3 10 5100.77
1948 3 11 5104.64
1948 3 12 5083.67
1948 3 13 5095.9
1948 3 14 5024.2
1948 3 15 4913.39
1948 3 16 4896.55
1948 3 17 4886.79
1948 3 18 4852.54
1948 3 19 4890.31
1948 3 20 4965.99
1948 3 21 5033.96
1948 3 22 5076.73
1948 3 23 5050.4
1948 3 24 5033.11
1948 3 25 5023.12
1948 3 26 5089.03
1948 3 27 5193.61
1948 3 28 5210.77
1948 3 29 5181.71
1948 3 30 5152.9
1948 3 31 5128.09
1948 4 1 5140.28
1948 4 2 5150.66
1948 4 3 5168.24
1948 4 4 5190.68
1948 4 5 5174.75
1948 4 6 5156.87
1948 4 7 5131.64
1948 4 8 5099.07
1948 4 9 5097.28
1948 4 10 5119.44
1948 4 11 5171.6
1948 4 12 5195.12
1948 4 13 5215.46
1948 4 14 5183.33
1948 4 15 5147.16
1948 4 16 5174.75
1948 4 17 5219.75
1948 4 18 5274.57
1948 4 19 5287.84
1948 4 20 5243.11
1948 4 21 5223.65
1948 4 22 5228.39
1948 4 23 5271.58
1948 4 24 5306.8
1948 4 25 5322.63
1948 4 26 5412.93
1948 4 27 5511.81
1948 4 28 5520.81
1948 4 29 5464.65
1948 4 30 5418.1
1948 5 1 5418.2
1948 5 2 5382.57
1948 5 3 5295.51
1948 5 4 5237.41
1948 5 5 5217.17
1948 5 6 5224.19
1948 5 7 5280.86
1948 5 8 5320.35
1948 5 9 5365.47
1948 5 10 5390.47
1948 5 11 5357.5
1948 5 12 5317.22
1948 5 13 5286.13
1948 5 14 5287.41
1948 5 15 5327.36
1948 5 16 5347.49
1948 5 17 5348.22
1948 5 18 5397.2
1948 5 19 5503.08
1948 5 20 5539.54
1948 5 21 5558.16
1948 5 22 5593.58
1948 5 23 5613.11
1948 5 24 5564.59
1948 5 25 5476.49
1948 5 26 5442.46
1948 5 27 5442.89
1948 5 28 5411.98
1948 5 29 5384.73
1948 5 30 5391.48
1948 5 31 5361.19
1948 6 1 5380.1
1948 6 2 5413.48
1948 6 3 5426.66
1948 6 4 5442.18
1948 6 5 5467.58
1948 6 6 5492.84
1948 6 7 5517.68
1948 6 8 5543.22
1948 6 9 5550.43
1948 6 10 5549.47
1948 6 11 5569.88
1948 6 12 5590.36
1948 6 13 5603.19
1948 6 14 5600.02
1948 6 15 5586.72
1948 6 16 5566.62
1948 6 17 5562.22
1948 6 18 5566.18
1948 6 19 5548.1
1948 6 20 5515.1
1948 6 21 5508.59
1948 6 22 5507.12
1948 6 23 5482.26
1948 6 24 5455.22
1948 6 25 5443.52
1948 6 26 5468.31
1948 6 27 5521.06
1948 6 28 5519.99
1948 6 29 5518.91
1948 6 30 5542.33
1948 7 1 5558.89
1948 7 2 5544.53
1948 7 3 5546.73
1948 7 4 5569.5
1948 7 5 5588.02
1948 7 6 5601.75
1948 7 7 5626.47
1948 7 8 5624.77
1948 7 9 5584.29
1948 7 10 5549.73
1948 7 11 5560.87
1948 7 12 5586.53
1948 7 13 5602.02
1948 7 14 5618.52
1948 7 15 5619.4
1948 7 16 5606.04
1948 7 17 5598.38
1948 7 18 5577.13
1948 7 19 5538.84
1948 7 20 5508.16
1948 7 21 5513.64
1948 7 22 5503.4
1948 7 23 5493.38
1948 7 24 5473.08
1948 7 25 5454.37
1948 7 26 5464.65
1948 7 27 5465.54
1948 7 28 5483.31
1948 7 29 5516.86
1948 7 30 5561.66
1948 7 31 5600.24
1948 8 1 5615.15
1948 8 2 5593.07
1948 8 3 5567.95
1948 8 4 5564.27
1948 8 5 5556.83
1948 8 6 5537.61
1948 8 7 5529.19
1948 8 8 5496.39
1948 8 9 5457.42
1948 8 10 5437.59
1948 8 11 5438.96
1948 8 12 5444.48
1948 8 13 5456.69
1948 8 14 5454.39
1948 8 15 5452.99
1948 8 16 5433.16
1948 8 17 5436.84
1948 8 18 5457.35
1948 8 19 5473.18
1948 8 20 5499.61
1948 8 21 5522.42
1948 8 22 5508.96
1948 8 23 5473.26
1948 8 24 5440.81
1948 8 25 5449.11
1948 8 26 5471.45
1948 8 27 5478.44
1948 8 28 5453.41
1948 8 29 5452.55
1948 8 30 5455.52
1948 8 31 5475.74
1948 9 1 5491.74
1948 9 2 5509.83
1948 9 3 5509.52
1948 9 4 5467.6
1948 9 5 5467.14
1948 9 6 5457.89
1948 9 7 5432.98
1948 9 8 5410.98
1948 9 9 5413.81
1948 9 10 5419.76
1948 9 11 5394.8
1948 9 12 5369.39
1948 9 13 5313.48
1948 9 14 5293.19
1948 9 15 5284.43
1948 9 16 5302.82
1948 9 17 5287.18
1948 9 18 5288.71
1948 9 19 5358.66
1948 9 20 5445.08
1948 9 21 5514.68
1948 9 22 5543.69
1948 9 23 5527.51
1948 9 24 5493.28
1948 9 25 5476.18
1948 9 26 5417.88
1948 9 27 5354.62
1948 9 28 5379.64
1948 9 29 5392.78
1948 9 30 5373.55
1948 10 1 5332.72
1948 10 2 5334.7
1948 10 3 5364.85
1948 10 4 5337.19
1948 10 5 5308.96
1948 10 6 5309.25
1948 10 7 5326.04
1948 10 8 5355.08
1948 10 9 5396.99
1948 10 10 5399.29
1948 10 11 5325.32
1948 10 12 5270.24
1948 10 13 5240.54
1948 10 14 5202.32
1948 10 15 5180.22
1948 10 16 5174.62
1948 10 17 5206.19
1948 10 18 5226.17
1948 10 19 5218.19
1948 10 20 5206.04
1948 10 21 5213.5
1948 10 22 5227.81
1948 10 23 5265.93
1948 10 24 5280.06
1948 10 25 5273.75
1948 10 26 5241.96
1948 10 27 5244.63
1948 10 28 5219.38
1948 10 29 5197.89
1948 10 30 5193.96
1948 10 31 5251.03
1948 11 1 5309.21
1948 11 2 5321.78
1948 11 3 5289.66
1948 11 4 5298.46
1948 11 5 5301.05
1948 11 6 5313.73
1948 11 7 5317.15
1948 11 8 5281.65
1948 11 9 5308.17
1948 11 10 5384.39
1948 11 11 5381.47
1948 11 12 5276.99
1948 11 13 5220.35
1948 11 14 5185.89
1948 11 15 5165.67
1948 11 16 5151.05
1948 11 17 5152.53
1948 11 18 5182.6
1948 11 19 5181.46
1948 11 20 5199.79
1948 11 21 5236.13
1948 11 22 5248.93
1948 11 23 5239.45
1948 11 24 5206.09
1948 11 25 5184.1
1948 11 26 5185.13
1948 11 27 5137.15
1948 11 28 5115.65
1948 11 29 5118.44
1948 11 30 5138.67
1948 12 1 5145.08
1948 12 2 5085.34
1948 12 3 5048.35
1948 12 4 5066.4
1948 12 5 5088.41
1948 12 6 5089.72
1948 12 7 5119.35
1948 12 8 5141.71
1948 12 9 5160.42
1948 12 10 5201.04
1948 12 11 5219.59
1948 12 12 5208.91
1948 12 13 5160.7
1948 12 14 5120.47
1948 12 15 5108.02
1948 12 16 5111.66
1948 12 17 5062.04
1948 12 18 5037.83
1948 12 19 5115.71
1948 12 20 5252.89
1948 12 21 5250.98
1948 12 22 5232.16
1948 12 23 5196.44
1948 12 24 5175.04
1948 12 25 5150.37
1948 12 26 5081.94
1948 12 27 5016.98
1948 12 28 4960.54
1948 12 29 4949.7
1948 12 30 4966.83
1948 12 31 5042.73
1949 1 1 5138.18
1949 1 2 5136.17
1949 1 3 5095.86
1949 1 4 5055.59
1949 1 5 5052.8
1949 1 6 5090.81
1949 1 7 5151.26
1949 1 8 5218.91
1949 1 9 5176.25
1949 1 10 5088.09
1949 1 11 5084.98
1949 1 12 5021.03
1949 1 13 4966.5
1949 1 14 5047.91
1949 1 15 5045.84
1949 1 16 5017.1
1949 1 17 4934.12
1949 1 18 4912.19
1949 1 19 4932.34
1949 1 20 5004.79
1949 1 21 5017.76
1949 1 22 4970.77
1949 1 23 4933.15
1949 1 24 4982.11
1949 1 25 4933.11
1949 1 26 4902.57
1949 1 27 4904.8
1949 1 28 4984.9
1949 1 29 5086.17
1949 1 30 5170.7
1949 1 31 5205.38
1949 2 1 5120.12
1949 2 2 5038.85
1949 2 3 5112.78
1949 2 4 5176.75
1949 2 5 5174.67
1949 2 6 5088.65
1949 2 7 4994.76
1949 2 8 4952.7
1949 2 9 4962.19
1949 2 10 4976.79
1949 2 11 4963.46
1949 2 12 4965.53
1949 2 13 4916.74
1949 2 14 4880.48
1949 2 15 4892.93
1949 2 16 4912.72
1949 2 17 4947.84
1949 2 18 4971.22
1949 2 19 4921.78
1949 2 20 4888.49
1949 2 21 4893.66
1949 2 22 4911.85
1949 2 23 4946.19
1949 2 24 5017.67
1949 2 25 5045.98
1949 2 26 5101.15
1949 2 27 5176.68
1949 2 28 5197.57
1949 3 1 5216.91
1949 3 2 5180.88
1949 3 3 5123.32
1949 3 4 5047.34
1949 3 5 5054.34
1949 3 6 5169.83
1949 3 7 5224.12
1949 3 8 5193.06
1949 3 9 5135.6
1949 3 10 5082.72
1949 3 11 5045.66
1949 3 12 5097.99
1949 3 13 5127.3
1949 3 14 5146.58
1949 3 15 5172.19
1949 3 16 5229
1949 3 17 5271.13
1949 3 18 5257.44
1949 3 19 5172.74
1949 3 20 5098.49
1949 3 21 5070.75
1949 3 22 5093.35
1949 3 23 5135.32
1949 3 24 5205.88
1949 3 25 5257.05
1949 3 26 5261.53
1949 3 27 5248.69
1949 3 28 5254.36
1949 3 29 5290.03
1949 3 30 5342.65
1949 3 31 5380.36
1949 4 1 5347.56
1949 4 2 5292.09
1949 4 3 5232.56
1949 4 4 5168.64
1949 4 5 5149.26
1949 4 6 5164.29
1949 4 7 5197.3
1949 4 8 5217.08
1949 4 9 5242.52
1949 4 10 5212.27
1949 4 11 5164.5
1949 4 12 5128.93
1949 4 13 5079.34
1949 4 14 5056.71
1949 4 15 5048.46
1949 4 16 5050.58
1949 4 17 5080.78
1949 4 18 5087.35
1949 4 19 5072.55
1949 4 20 5115.73
1949 4 21 5135.33
1949 4 22 5127.41
1949 4 23 5139.32
1949 4 24 5178.18
1949 4 25 5208.26
1949 4 26 5171.55
1949 4 27 5152.03
1949 4 28 5208.34
1949 4 29 5224.31
1949 4 30 5239.55
1949 5 1 5237.36
1949 5 2 5267.16
1949 5 3 5327.1
1949 5 4 5341.44
1949 5 5 5291.39
1949 5 6 5280.49
1949 5 7 5271.38
1949 5 8 5309.82
1949 5 9 5298.44
1949 5 10 5278.58
1949 5 11 5259.98
1949 5 12 5263.33
1949 5 13 5301.33
1949 5 14 5306.51
1949 5 15 5315.29
1949 5 16 5329.97
1949 5 17 5346.22
1949 5 18 5392.5
1949 5 19 5422.76
1949 5 20 5432.21
1949 5 21 5472.13
1949 5 22 5505.7
1949 5 23 5531.52
1949 5 24 5525.31
1949 5 25 5502.11
1949 5 26 5475.25
1949 5 27 5485.02
1949 5 28 5529.25
1949 5 29 5530.8
1949 5 30 5519.53
1949 5 31 5512.64
1949 6 1 5484.39
1949 6 2 5453.12
1949 6 3 5427.67
1949 6 4 5411.57
1949 6 5 5423.93
1949 6 6 5457.32
1949 6 7 5474.53
1949 6 8 5475.03
1949 6 9 5471.73
1949 6 10 5443.37
1949 6 11 5422.32
1949 6 12 5424.56
1949 6 13 5463.83
1949 6 14 5467.93
1949 6 15 5503.4
1949 6 16 5536.92
1949 6 17 5514.19
1949 6 18 5497.94
1949 6 19 5487.86
1949 6 20 5517.09
1949 6 21 5524.55
1949 6 22 5533.04
1949 6 23 5525.67
1949 6 24 5532.72
1949 6 25 5526.4
1949 6 26 5522.02
1949 6 27 5510.32
1949 6 28 5493.99
1949 6 29 5486.63
1949 6 30 5474.5
1949 7 1 5526.82
1949 7 2 5497.5
1949 7 3 5467.31
1949 7 4 5463.81
1949 7 5 5485.21
1949 7 6 5528.74
1949 7 7 5566.89
1949 7 8 5564.35
1949 7 9 5520.93
1949 7 10 5502.39
1949 7 11 5555.79
1949 7 12 5580.16
1949 7 13 5595.73
1949 7 14 5606.52
1949 7 15 5631.38
1949 7 16 5619.37
1949 7 17 5597.79
1949 7 18 5576.26
1949 7 19 5558.86
1949 7 20 5522.78
1949 7 21 5505.58
1949 7 22 5508.55
1949 7 23 5536.97
1949 7 24 5565.93
1949 7 25 5556.23
1949 7 26 5550.72
1949 7 27 5551.56
1949 7 28 5554.88
1949 7 29 5541
1949 7 30 5504.44
1949 7 31 5493.66
1949 8 1 5511.33
1949 8 2 5526.35
1949 8 3 5538.01
1949 8 4 5522.95
1949 8 5 5504.67
1949 8 6 5483.5
1949 8 7 5465.98
1949 8 8 5455.62
1949 8 9 5479.27
1949 8 10 5513.02
1949 8 11 5511.89
1949 8 12 5477.64
1949 8 13 5478.03
1949 8 14 5520.16
1949 8 15 5537.02
1949 8 16 5529.79
1949 8 17 5517.07
1949 8 18 5522.03
1949 8 19 5491.42
1949 8 20 5503.62
1949 8 21 5497.62
1949 8 22 5463.88
1949 8 23 5418.32
1949 8 24 5390.57
1949 8 25 5355.06
1949 8 26 5370.41
1949 8 27 5380.84
1949 8 28 5397.35
1949 8 29 5411.83
1949 8 30 5448.5
1949 8 31 5492.23
1949 9 1 5536.56
1949 9 2 5590.94
1949 9 3 5540.91
1949 9 4 5487.3
1949 9 5 5445.24
1949 9 6 5407.3
1949 9 7 5370.43
1949 9 8 5366.54
1949 9 9 5364.49
1949 9 10 5374.61
1949 9 11 5382.73
1949 9 12 5371.98
1949 9 13 5449
1949 9 14 5509.78
1949 9 15 5490.13
1949 9 16 5422.66
1949 9 17 5389.25
1949 9 18 5380.18
1949 9 19 5402.98
1949 9 20 5411.56
1949 9 21 5417.52
1949 9 22 5410.8
1949 9 23 5394.41
1949 9 24 5390.93
1949 9 25 5339.37
1949 9 26 5269.83
1949 9 27 5280.63
1949 9 28 5285.51
1949 9 29 5281.97
1949 9 30 5275.47
1949 10 1 5232.46
1949 10 2 5223.79
1949 10 3 5274.46
1949 10 4 5298.51
1949 10 5 5329.31
1949 10 6 5351.98
1949 10 7 5396.22
1949 10 8 5409.41
1949 10 9 5351.52
1949 10 10 5335.33
1949 10 11 5339.66
1949 10 12 5277.53
1949 10 13 5245.4
1949 10 14 5242.81
1949 10 15 5220.91
1949 10 16 5236.84
1949 10 17 5238.89
1949 10 18 5222.84
1949 10 19 5205.51
1949 10 20 5193.35
1949 10 21 5213.7
1949 10 22 5257.71
1949 10 23 5273.38
1949 10 24 5286.18
1949 10 25 5297.37
1949 10 26 5299
1949 10 27 5282.47
1949 10 28 5259.65
1949 10 29 5240.69
1949 10 30 5242.66
1949 10 31 5239.53
1949 11 1 5209.88
1949 11 2 5157.91
1949 11 3 5139.09
1949 11 4 5153.53
1949 11 5 5177.42
1949 11 6 5176.01
1949 11 7 5168.36
1949 11 8 5176.34
1949 11 9 5188.18
1949 11 10 5254.08
1949 11 11 5297.67
1949 11 12 5309.42
1949 11 13 5302.37
1949 11 14 5282.4
1949 11 15 5206.52
1949 11 16 5153.47
1949 11 17 5175.76
1949 11 18 5188.72
1949 11 19 5194.17
1949 11 20 5199.55
1949 11 21 5231.03
1949 11 22 5259.67
1949 11 23 5298.66
1949 11 24 5280.19
1949 11 25 5257.5
1949 11 26 5248.16
1949 11 27 5266.84
1949 11 28 5230.42
1949 11 29 5160.88
1949 11 30 5141.75
1949 12 1 5188
1949 12 2 5116.82
1949 12 3 5093.15
1949 12 4 5093.95
1949 12 5 5119.79
1949 12 6 5150.53
1949 12 7 5198.74
1949 12 8 5245.31
1949 12 9 5251.72
1949 12 10 5212.15
1949 12 11 5151.8
1949 12 12 5136.07
1949 12 13 5116.84
1949 12 14 5069.98
1949 12 15 5036.52
1949 12 16 5031.17
1949 12 17 5089.5
1949 12 18 5102.68
1949 12 19 5093.63
1949 12 20 5098.64
1949 12 21 5096.28
1949 12 22 5113.61
1949 12 23 5105.6
1949 12 24 5080.38
1949 12 25 5059.11
1949 12 26 5095.15
1949 12 27 5132.89
1949 12 28 5152.68
1949 12 29 5168.48
1949 12 30 5208.18
1949 12 31 5227.26
1950 1 1 5203.74
1950 1 2 5201.55
1950 1 3 5156.76
1950 1 4 5130.7
1950 1 5 5079.55
1950 1 6 5079.31
1950 1 7 5081.36
1950 1 8 5077.61
1950 1 9 5103.1
1950 1 10 5121
1950 1 11 5106.97
1950 1 12 5131.32
1950 1 13 5133.33
1950 1 14 5077.54
1950 1 15 5067.15
1950 1 16 5115.14
1950 1 17 5109.23
1950 1 18 5099.1
1950 1 19 5085.67
1950 1 20 5040.7
1950 1 21 4991.35
1950 1 22 4953.89
1950 1 23 4919.05
1950 1 24 4946.04
1950 1 25 5021.74
1950 1 26 5012.33
1950 1 27 4947.99
1950 1 28 4965.25
1950 1 29 5011.53
1950 1 30 5033.69
1950 1 31 5035.75
1950 2 1 5036.3
1950 2 2 5028.07
1950 2 3 5021.72
1950 2 4 5023.74
1950 2 5 5045.96
1950 2 6 5075.62
1950 2 7 5095.6
1950 2 8 5132.9
1950 2 9 5172.01
1950 2 10 5197.14
1950 2 11 5210.37
1950 2 12 5203.27
1950 2 13 5187.68
1950 2 14 5157.62
1950 2 15 5098.57
1950 2 16 5035.79
1950 2 17 5021.84
1950 2 18 4983.08
1950 2 19 4968.57
1950 2 20 4968.6
1950 2 21 5020.48
1950 2 22 5142.34
1950 2 23 5206.03
1950 2 24 5207.88
1950 2 25 5179.62
1950 2 26 5123.78
1950 2 27 5074.29
1950 2 28 5068.8
1950 3 1 5025.08
1950 3 2 4997.68
1950 3 3 4980.54
1950 3 4 4938.86
1950 3 5 4937.35
1950 3 6 5017.91
1950 3 7 5148
1950 3 8 5217.42
1950 3 9 5299.23
1950 3 10 5358.27
1950 3 11 5407.27
1950 3 12 5421.59
1950 3 13 5398.96
1950 3 14 5367.22
1950 3 15 5310.68
1950 3 16 5230.82
1950 3 17 5154.98
1950 3 18 5125.61
1950 3 19 5160.77
1950 3 20 5211.49
1950 3 21 5206.2
1950 3 22 5180.77
1950 3 23 5135.81
1950 3 24 5139.93
1950 3 25 5147.61
1950 3 26 5190.81
1950 3 27 5255.72
1950 3 28 5293.06
1950 3 29 5254.48
1950 3 30 5161.29
1950 3 31 5115.73
1950 4 1 5074.3
1950 4 2 5112.75
1950 4 3 5104.25
1950 4 4 5087.86
1950 4 5 5082.53
1950 4 6 5085.88
1950 4 7 5079
1950 4 8 5098.1
1950 4 9 5163.53
1950 4 10 5238.49
1950 4 11 5262.53
1950 4 12 5281.42
1950 4 13 5293.61
1950 4 14 5260.36
1950 4 15 5193.71
1950 4 16 5185.84
1950 4 17 5205.1
1950 4 18 5238.26
1950 4 19 5237.57
1950 4 20 5217.89
1950 4 21 5254.67
1950 4 22 5322.58
1950 4 23 5399.02
1950 4 24 5456.99
1950 4 25 5448.43
1950 4 26 5450.79
1950 4 27 5439.26
1950 4 28 5408.67
1950 4 29 5355.22
1950 4 30 5312.03
1950 5 1 5280.81
1950 5 2 5284.92
1950 5 3 5275.15
1950 5 4 5253.82
1950 5 5 5272.01
1950 5 6 5314.11
1950 5 7 5329.22
1950 5 8 5359.43
1950 5 9 5377.9
1950 5 10 5351.25
1950 5 11 5338.61
1950 5 12 5371.92
1950 5 13 5430.31
1950 5 14 5465.5
1950 5 15 5513.29
1950 5 16 5550.83
1950 5 17 5532.29
1950 5 18 5507.22
1950 5 19 5476.99
1950 5 20 5467.52
1950 5 21 5479.27
1950 5 22 5488.91
1950 5 23 5490.69
1950 5 24 5485.73
1950 5 25 5498.99
1950 5 26 5459.12
1950 5 27 5431.75
1950 5 28 5404.64
1950 5 29 5414.87
1950 5 30 5457.5
1950 5 31 5447.13
1950 6 1 5428.59
1950 6 2 5420.03
1950 6 3 5425.12
1950 6 4 5401.74
1950 6 5 5394.23
1950 6 6 5413.24
1950 6 7 5417.59
1950 6 8 5418.41
1950 6 9 5385.34
1950 6 10 5365.39
1950 6 11 5366.11
1950 6 12 5411.67
1950 6 13 5437.06
1950 6 14 5452.68
1950 6 15 5440.37
1950 6 16 5421.9
1950 6 17 5434.16
1950 6 18 5452.6
1950 6 19 5466.3
1950 6 20 5495.13
1950 6 21 5514.33
1950 6 22 5576.49
1950 6 23 5638.25
1950 6 24 5642.37
1950 6 25 5603.57
1950 6 26 5572.09
1950 6 27 5532.96
1950 6 28 5506.2
1950 6 29 5496.6
1950 6 30 5504.29
1950 7 1 5500.19
1950 7 2 5492.25
1950 7 3 5473.08
1950 7 4 5455.8
1950 7 5 5468.32
1950 7 6 5485.47
1950 7 7 5501.58
1950 7 8 5530.27
1950 7 9 5554.6
1950 7 10 5528.57
1950 7 11 5490.49
1950 7 12 5447.43
1950 7 13 5447.92
1950 7 14 5482.33
1950 7 15 5524.98
1950 7 16 5560.89
1950 7 17 5601.26
1950 7 18 5608.7
1950 7 19 5609.05
1950 7 20 5609.4
1950 7 21 5597.33
1950 7 22 5562.88
1950 7 23 5529.63
1950 7 24 5521.68
1950 7 25 5519.24
1950 7 26 5520.13
1950 7 27 5521.68
1950 7 28 5532.73
1950 7 29 5548.47
1950 7 30 5560.83
1950 7 31 5569.35
1950 8 1 5532.29
1950 8 2 5498.55
1950 8 3 5470.66
1950 8 4 5466.57
1950 8 5 5497.31
1950 8 6 5475.85
1950 8 7 5461.63
1950 8 8 5457.63
1950 8 9 5450.35
1950 8 10 5412.28
1950 8 11 5393.94
1950 8 12 5380.64
1950 8 13 5362.19
1950 8 14 5374.24
1950 8 15 5426.73
1950 8 16 5462.29
1950 8 17 5492.85
1950 8 18 5492.35
1950 8 19 5508.83
1950 8 20 5524.3
1950 8 21 5554.37
1950 8 22 5571.77
1950 8 23 5566.88
1950 8 24 5539.6
1950 8 25 5519.17
1950 8 26 5507.21
1950 8 27 5471.22
1950 8 28 5446.53
1950 8 29 5416.38
1950 8 30 5384.71
1950 8 31 5371.22
1950 9 1 5376.28
1950 9 2 5373.46
1950 9 3 5353.67
1950 9 4 5321.57
1950 9 5 5331.21
1950 9 6 5315.03
1950 9 7 5315.57
1950 9 8 5345.66
1950 9 9 5352.15
1950 9 10 5359.2
1950 9 11 5347.08
1950 9 12 5330.37
1950 9 13 5323.96
1950 9 14 5302.08
1950 9 15 5274.48
1950 9 16 5251.93
1950 9 17 5276.61
1950 9 18 5310.64
1950 9 19 5307.92
1950 9 20 5334.16
1950 9 21 5324.99
1950 9 22 5342.48
1950 9 23 5393.15
1950 9 24 5436.34
1950 9 25 5436.38
1950 9 26 5372.61
1950 9 27 5308.1
1950 9 28 5338.65
1950 9 29 5354.85
1950 9 30 5313.46
1950 10 1 5292.26
1950 10 2 5246.51
1950 10 3 5181.58
1950 10 4 5159.55
1950 10 5 5146.1
1950 10 6 5176.72
1950 10 7 5172.71
1950 10 8 5189.31
1950 10 9 5222.16
1950 10 10 5300.73
1950 10 11 5341.64
1950 10 12 5345.93
1950 10 13 5332.99
1950 10 14 5341.63
1950 10 15 5299.61
1950 10 16 5237.29
1950 10 17 5226.77
1950 10 18 5231.92
1950 10 19 5251.8
1950 10 20 5270.29
1950 10 21 5276.13
1950 10 22 5278.93
1950 10 23 5255.27
1950 10 24 5201.13
1950 10 25 5181.68
1950 10 26 5242.56
1950 10 27 5304.13
1950 10 28 5307.15
1950 10 29 5304.02
1950 10 30 5297.52
1950 10 31 5330.03
1950 11 1 5355.06
1950 11 2 5352.64
1950 11 3 5361.94
1950 11 4 5339.64
1950 11 5 5316.94
1950 11 6 5271.45
1950 11 7 5148.72
1950 11 8 5149.91
1950 11 9 5177.76
1950 11 10 5156.85
1950 11 11 5123.38
1950 11 12 5084.96
1950 11 13 5085.19
1950 11 14 5098.11
1950 11 15 5124.28
1950 11 16 5148.56
1950 11 17 5169.27
1950 11 18 5192.35
1950 11 19 5239.53
1950 11 20 5287.56
1950 11 21 5309.63
1950 11 22 5361.81
1950 11 23 5419.1
1950 11 24 5405.85
1950 11 25 5324.03
1950 11 26 5282.94
1950 11 27 5257.74
1950 11 28 5180.72
1950 11 29 5147.71
1950 11 30 5256.47
1950 12 1 5327.37
1950 12 2 5334.31
1950 12 3 5369.18
1950 12 4 5381.07
1950 12 5 5328.83
1950 12 6 5236.02
1950 12 7 5154
1950 12 8 5209.91
1950 12 9 5214.46
1950 12 10 5201.26
1950 12 11 5207.59
1950 12 12 5218.93
1950 12 13 5267.97
1950 12 14 5292.46
1950 12 15 5291.51
1950 12 16 5252
1950 12 17 5194.63
1950 12 18 5166.68
1950 12 19 5154.82
1950 12 20 5146.73
1950 12 21 5151.72
1950 12 22 5196.32
1950 12 23 5223.85
1950 12 24 5264
1950 12 25 5300.45
1950 12 26 5337.58
1950 12 27 5350.41
1950 12 28 5327.25
1950 12 29 5276.72
1950 12 30 5251.35
1950 12 31 5245.53
1951 1 1 5214.35
1951 1 2 5166.47
1951 1 3 5098.01
1951 1 4 5083.06
1951 1 5 5091.95
1951 1 6 5077.56
1951 1 7 5085.86
1951 1 8 5111.29
1951 1 9 5106.38
1951 1 10 5060.38
1951 1 11 5084.74
1951 1 12 5122.45
1951 1 13 5107.81
1951 1 14 5114.64
1951 1 15 5142
1951 1 16 5116.32
1951 1 17 5062.23
1951 1 18 5111.8
1951 1 19 5163.47
1951 1 20 5167.39
1951 1 21 5104.99
1951 1 22 5061.85
1951 1 23 4988.42
1951 1 24 4928.56
1951 1 25 4944.41
1951 1 26 4970.25
1951 1 27 5054.14
1951 1 28 5067.15
1951 1 29 4974.73
1951 1 30 4928.54
1951 1 31 4913.25
1951 2 1 4927.99
1951 2 2 4941.39
1951 2 3 4936.53
1951 2 4 4921.6
1951 2 5 4947.47
1951 2 6 4991.63
1951 2 7 5031.26
1951 2 8 5122.75
1951 2 9 5218.04
1951 2 10 5152.47
1951 2 11 5055.1
1951 2 12 5048.88
1951 2 13 5071.06
1951 2 14 5043.39
1951 2 15 5011.84
1951 2 16 4998.98
1951 2 17 5004.15
1951 2 18 5050.64
1951 2 19 5128.8
1951 2 20 5131.98
1951 2 21 5131.91
1951 2 22 5138.7
1951 2 23 5152.42
1951 2 24 5168.42
1951 2 25 5138.57
1951 2 26 5119.11
1951 2 27 5063.19
1951 2 28 5074.19
1951 3 1 5086.05
1951 3 2 5107.75
1951 3 3 5135.64
1951 3 4 5206.02
1951 3 5 5260.76
1951 3 6 5306.33
1951 3 7 5365.43
1951 3 8 5420.61
1951 3 9 5516.81
